urn,authority_name,canonical_id,mads_file,alt_ids,related_works,urn_status,redirect_to,created_by,edited_by
urn:cite:perseus:author.869.1,"Macer, Aemilius d. 16 B.C",phi0923,"PrimaryAuthors/M/Macer, Aemilius/n83-69027.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.870.1,"Macer, C. Licinius (Caius Licinius)",phi0556,PrimaryAuthors/M/Macer (C. Licinius)/nr95-15551.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.871.1,Machon,tlg0473,PrimaryAuthors/M/Machon/n2005-48679.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.872.1,"Macrobius, Ambrosius Aurelius Theodosius",stoa0186,PrimaryAuthors/M/Macrobius/n50-43606.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.873.1,Maeandrius Milesius 3. Jh. v. Chr,tlg2339,PrimaryAuthors/M/Maeandrius/viaf2858104.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.874.1,"Maecenas, Gaius Cilnius ca. 70 B.C.-8 B.C",phi0558,PrimaryAuthors/M/Maecenas/n94-110034.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.875.1,"Maecius, Quintus 1. Jh. v. Chr",tlg1474,"PrimaryAuthors/M/Maecius, Quintus/Maecius(Quintus).mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.876.1,Maeonius Astyanax 3. Jh,stoa0187c,PrimaryAuthors/M/Maeonius Astyanax/viaf250876211.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.877.1,Magnes Comicus 5. Jh. v. Chr,tlg0474,PrimaryAuthors/M/Magnes Comicus/MagnesComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.878.1,Magnus Medicus 4. Jh. n. Chr,tlg0959,PrimaryAuthors/M/Magnus Medicus/viaf20069430.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.879.1,Magnus of Carrhae,tlg2157,"PrimaryAuthors/M/Magnus, of Carrhae/nr94-28608.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.880.1,Malchus Philadelphensis,tlg2582,"PrimaryAuthors/M/Malchus, Philadelphensis/n84-19671.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.881.1,Mamercus Elegiacus 4. Jh. v. Chr,tlg1476,PrimaryAuthors/M/Mamercus/Mamercus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.882.1,Mamertinus Claudius 4th cent,stoa0187b,"PrimaryAuthors/M/Mamertinus, Claudius/viaf27087885.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.883.1,"Manasses, Constantine d. 1187",tlg3074,"PrimaryAuthors/M/Manasses, Constantine/n88-170355.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.884.1,Manetho Astrologus 4. Jh. n. Chr,tlg2583,PrimaryAuthors/M/Manetho Astrologus/Manetho.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.885.1,Manetho,tlg1477,PrimaryAuthors/M/Manetho /n88132204.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.886.1,"Manilius, Lucius um 97 v. Chr",phi0562,"PrimaryAuthors/M/Manilius, Lucius/Manilius(Lucius).mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.887.1,"Manilius, Marcus",phi0926,"PrimaryAuthors/M/Manilius, Marcus/n79-55083.xml.mads.xml",,stoa0188.stoa001,published,,feed_aggregator,
urn:cite:perseus:author.888.1,"Map, Walter fl. 1200",stoa0188a,"PrimaryAuthors/M/Map, Walter/n82-125110.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.889.1,Marcellinus,tlg2585,PrimaryAuthors/M/Marcellinus/nr88-7824.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.890.1,Marcellus Empiricus,stoa0190a,"PrimaryAuthors/M/Marcellus, Empiricus/n83-218012.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.891.1,"Marcius, Cn vates",phi0103,PrimaryAuthors/M/Marcius Vates/nr95-22106.xml.mads.xml,stoa0191,,published,,feed_aggregator,
urn:cite:perseus:author.892.1,Marcus Aurelius Emperor of Rome 121-180,tlg0562,PrimaryAuthors/M/Marcus Aurelius/n80-51702.xml.mads.xml,phi1224,"phi1248.phi001,phi1248.phi002",published,,feed_aggregator,
urn:cite:perseus:author.893.1,Marianus Scholasticus fl.um 566 n. Chr,tlg4073,PrimaryAuthors/M/Marianus Scholasticus/MarianusScholasticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.894.1,Marianus,phi1291,PrimaryAuthors/M/Marianus/nr95-20970.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.895.1,Marinus 5th cent,tlg4075,PrimaryAuthors/M/Marinus/n86-107863.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.896.1,"Marsus, Domitius",phi0709,"PrimaryAuthors/M/Marsus, Domitius/n81-127417.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.897.1,Martial,phi1294,PrimaryAuthors/M/Martial/n82-13667.xml.mads.xml,stoa0192,,published,,feed_aggregator,
urn:cite:perseus:author.898.1,Martianus Capella,stoa0192a,PrimaryAuthors/M/Martianus Capella/n80-83555.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.899.1,"Marullo Tarcaniota, Michele d. 1500",stoa0194,PrimaryAuthors/M/Marullo/n87-805717.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.900.1,Marullus fl. 160,phi1297,PrimaryAuthors/M/Marullus/nr95-39340.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.901.1,"Matius, Cn",phi0568,"PrimaryAuthors/M/Matius, Cn/nr95-20969.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.902.1,Matron of Pitana,tlg1486,PrimaryAuthors/M/Matron of Pitana/n99-263038.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.903.1,Mavortius um 527,,PrimaryAuthors/M/Mavortius/mavortius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.904.1,Maximianus 6th cent,stoa0196,PrimaryAuthors/M/Maximianus/n85-311132.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.905.1,Maximus Astrologus 2./4. Jh. n. Chr,tlg1487,PrimaryAuthors/M/Maximus Astrologus/MaximusAstrologus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.906.1,Maximus of Tyre active 2nd century,tlg0563,PrimaryAuthors/M/Maximus of Tyre/n85143899.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.907.1,"Maximus, Marius ca. 165-ca. 230",stoa0196a,"PrimaryAuthors/M/Maximus, Marius/n2007-16203.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.908.1,Megasthenes,tlg1489,PrimaryAuthors/M/Megasthenes/n82154900.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.909.1,"Mela, Pomponius",stoa0200,"PrimaryAuthors/M/Mela, Pomponius/n80-139084.mads.xml",phi0929,,published,,feed_aggregator,
urn:cite:perseus:author.910.1,Melanippides Melius 5. Jh. v. Chr,tlg0373,PrimaryAuthors/M/Melanippides/Melanippides.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.911.1,Melanthius Epigrammaticus 5. Jh. v. Chr,tlg0254,PrimaryAuthors/M/Melanthius Epigrammaticus/MelanthiusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.912.1,Melanthius Rhodius 2. Jh. v. Chr,tlg0344,PrimaryAuthors/M/Melanthius Rhodius/MelanthiusRhodius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.913.1,Meleager,tlg1492,PrimaryAuthors/M/Meleager/n82-162698.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.914.1,Meletus Atheniensis 5./4. Jh. v. Chr,tlg1848,PrimaryAuthors/M/Meletus Atheniensis/Meletus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.915.1,Melinno ca. 2.Jh.v.Chr,tlg1493,PrimaryAuthors/M/Melinno Lesbia/viaf44692716.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.916.1,"Melissus, Paulus 1539-1602",stoa0201a,"PrimaryAuthors/M/Melissus, Paulus/n97-113630.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.917.1,"Memmius, C ca. 98-ca. 46 B.C",phi0574,"PrimaryAuthors/M/Memmius, C/nr95-26787.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.918.1,Menander Protector fl. 6th cent,tlg4076,"PrimaryAuthors/M/Menander, Protector/n86-82820.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.919.1,Menander of Athens,tlg0541,PrimaryAuthors/M/Menander/n80-8543.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.920.1,Menecrates Comicus 4. Jh. v. Chr,tlg0523,PrimaryAuthors/M/Menecrates Comicus/MenecratesComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.921.1,Menecrates Ephesius 4./3. Jh. v. Chr,tlg1500,PrimaryAuthors/M/Menecrates Ephesius/viaf22528164.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.922.1,Menecrates Historicus ca. 4.Jh.v.Chr,tlg4344,PrimaryAuthors/M/Menecrates Historicus/viaf29920867.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.923.1,Menecrates Samius 4./3. Jh. v. Chr,tlg1501,PrimaryAuthors/M/Menecrates Samius/MenecratesSamius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.924.1,Menecrates Smyrnaeus 1. Jh. v. Chr,tlg1502,PrimaryAuthors/M/Menecrates of Smyra/MenecratesSmyrna.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.925.1,Menecrates Xanthius 4. Jh. v. Chr,tlg1503,PrimaryAuthors/M/Menecrates Xanthius/viaf399022.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.926.1,Menippus Comicus Person der Antike,tlg1787,PrimaryAuthors/M/Menippus Comicus/Menippus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.927.1,Mesomedes 2nd cent,tlg0268,PrimaryAuthors/M/Mesomedes/n82-245065.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.928.1,"Messalla Corvinus, Marcus Valerius 64 B.C.-ca. 8 A.D",phi0932,PrimaryAuthors/M/Messala Corvinus/n85-288052.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.929.1,"Messalla Rufus, M. Valerius ca. 103-ca. 26 B.C",phi0576,PrimaryAuthors/M/Messalla Rufus/nr95-38421.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.930.1,Metagenes Comicus 5. Jh. v. Chr,tlg0475,PrimaryAuthors/M/Metagenes/viaf2858191.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.931.1,"Metellus, Quintus Caecilius fl. 216-179 B.C",phi0106,"PrimaryAuthors/M/Metellus, Quintus Caecilius/nr95-26784.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.932.1,Metrodorus Epigrammaticus 4. Jh. n. Chr,tlg4077,PrimaryAuthors/M/Metrodorus Epigrammaticus/MetrodorusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.933.1,Metrodorus of Lampsacus 331 or 330-278 or 7 B.C,tlg1773,"PrimaryAuthors/M/Metrodorus, of Lampsacus/n86-92955.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.934.1,Michael Chartophylax,tlg9017,PrimaryAuthors/M/Michael Chartophylax/MichaelChartophylax.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.935.1,Michael of Ephesus,tlg4034,PrimaryAuthors/M/Michael of Ephesus/viaf22494607.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.936.1,Michaelius Grammaticus,tlg4078,PrimaryAuthors/M/Michaelius Grammaticus/MichaeliusGrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.937.1,Mimnermus Tragicus ca. 4. Jh. v. Chr,tlg1511,PrimaryAuthors/M/Mimnermus Tragicus/MimnermusTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.938.1,Mimnermus of Colophon 7th cent. B.C,tlg0255,PrimaryAuthors/M/Mimnermus/n83-319399.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.939.1,"Minucius Felix, Marcus",stoa0203,"PrimaryAuthors/M/Minucius Felix, Marcus/n83-165536.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.940.1,Mnasalces Sicyonius 3. Jh. v. Chr,tlg1513,PrimaryAuthors/M/Mnasalces/mnasalces.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.941.1,Mnesimachus Comicus 4. Jh. v. Chr,tlg0476,PrimaryAuthors/M/Mnesimachus Comicus/MnesimachusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.942.1,Modestinus Poeta 5. bzw. 5./6. Jh. n. Chr,stoa0203a,"PrimaryAuthors/M/Modestinus, Poeta/Modestinus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.943.1,Modestus,stoa0203b,PrimaryAuthors/M/Modestus/modestus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.944.1,Moeris lexicographer,tlg1515,PrimaryAuthors/M/Moerus/nr93025480.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.945.1,Moero Byzantia 4./3. Jh. v. Chr,tlg0220,PrimaryAuthors/M/Moero of Byzantium/Moero.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.946.1,"More, Thomas Sir, Saint 1478-1535",stoa0204,"PrimaryAuthors/M/More, Thomas, Sir/n79-56176.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.947.1,Moschion Tragicus 4./3. Jh. v. Chr,tlg0339,PrimaryAuthors/M/Moschon Tragicus/MoschionTragicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.948.1,Moschus,tlg0035,PrimaryAuthors/M/Moschus/n94-114809.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.949.1,"Mucianus, C. Licinius fl. 52-77",phi0546,PrimaryAuthors/M/Mucianus/nr95-29625.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.950.1,Mummius 1st cent. B.C,phi0586,PrimaryAuthors/M/Mummius/nr95-31028.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.951.1,Munatius Rufus 1. Jh. v. Chr,,PrimaryAuthors/M/Munatius Rufus/MunatiusRufus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.952.1,Mundus Munatius 1. Jh. n. Chr,tlg1519,PrimaryAuthors/M/Mundus Munatius/viaf52081383.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.953.1,"Muret, Marc-Antoine 1526-1585",stoa0205,PrimaryAuthors/M/Muretus/n87-813638.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.954.1,Musaeus Grammaticus,tlg4082,PrimaryAuthors/M/Musaeus Grammaticus/n82209954.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.955.1,Musicius Epigrammaticus ca. 3.Jh.n.Chr,tlg1520,PrimaryAuthors/M/Musicius Epigrammaticus/viaf64395800.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.956.1,Myia Pythagorica 6./5. bzw. 3./2. Jh. v. Chr,,PrimaryAuthors/M/Myia Pythagorica/MyiaPythagorica.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.957.1,Myrinus Epigrammaticus 1. Jh. v. Chr,tlg1522,PrimaryAuthors/M/Myrinus Epigrammaticus/Myrinus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.958.1,Myrtilus Comicus 5. Jh. v. Chr,tlg0477,PrimaryAuthors/M/Myrtilus Comicus/MyrtilusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.959.1,Myrtis Lyrica 5. Jh. v. Chr,,PrimaryAuthors/M/Myrtis Lyrica/myrtis.mads.xml,,tlg0007.tlg084,published,,feed_aggregator,
urn:cite:perseus:author.960.1,"Naevius, Gnaeus ca. 270-ca. 200 B.C",stoa0206,"PrimaryAuthors/N-O/Naevius, Gnaeus/n85-356413.xml.mads.xml",phi0112,,published,,feed_aggregator,
urn:cite:perseus:author.961.1,"Naevius, Gnaeus ca. 270-ca. 200 B.C",,PrimaryAuthors/F-G/Gnaeus Naevius/n85-356413.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.962.1,Nausicrates Comicus 4. Jh. v. Chr,tlg0478,PrimaryAuthors/N-O/Nausicrates/Nausicrates.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.963.1,Nazarius Rhetor um 321 n. Chr,stoa0208a,PrimaryAuthors/N-O/Nazarius/nazarius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.964.1,Neanthes Cyzicenus ca. 3. Jh. v. Chr,tlg1525,PrimaryAuthors/N-O/Neanthes/viaf17614448.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.965.1,"Nemesianus, Marcus Aurelius Olympius",stoa0209,PrimaryAuthors/N-O/Nemesianus/n50-1377.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.966.1,Nemesius Bp. of Emesa,tlg0743,PrimaryAuthors/N-O/Nemesius/n82-88706.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.967.1,Neophron Sicyonius 5. Jh. v. Chr,tlg0307,PrimaryAuthors/N-O/Neophron/neophron.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.968.1,"Nepos, Cornelius",phi0588,"PrimaryAuthors/N-O/Nepos, Cornelius/n50-4515.xml.mads.xml",stoa0210,,published,,feed_aggregator,
urn:cite:perseus:author.969.1,"Nepotianus, Januarius",stoa0210a,"PrimaryAuthors/N-O/Nepotianus, Januarius/n86-825154.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.970.1,Nero Emperor of Rome 37-68,phi0944,PrimaryAuthors/N-O/Nero/n50065376.madsxml.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.971.1,Nestor Larandensis 2./3. Jh. n. Chr,tlg1528,PrimaryAuthors/N-O/Nestor of Laranda (Nestor Larandensis)/nestor.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.972.1,Nestorius Patriarch of Constantinople fl. 428,tlg2746,"PrimaryAuthors/N-O/Nestorius, Patriarch of Constantinople/n50-81482.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.973.1,Nicaenetus Samius 3./2. Jh. v. Chr,tlg0218,PrimaryAuthors/N-O/Nicaenetus/Nicaenetus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.974.1,Nicander of Colophon,tlg0022,PrimaryAuthors/N-O/Nicander/n82-119171.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.975.1,Nicarchus Epigrammaticus fl.4./3. Jh. v. Chr,tlg1531,"PrimaryAuthors/N-O/Nicarchus Epigrammaticus, 4th-3rd cent B.C./Nicarchus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.976.1,Nicephorus Blemmydes 1197-1272,tlg3092,PrimaryAuthors/N-O/Nicephorus Blemmydes/n85-127284.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.977.1,"Nicephorus Saint, Patriarch of Constantinople",tlg3086,PrimaryAuthors/N-O/Nicephorus/n80-30590.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.978.1,Nicias Milesius 3. Jh. v. Chr,tlg1533,PrimaryAuthors/N-O/Nicias Milesius/NiciasMilesius.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.979.1,Nico Comicus ca. 4. Jh. v. Chr,tlg0479,PrimaryAuthors/N-O/Nico Comicus/NicoComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.980.1,Nicochares Comicus 4. Jh. v. Chr,tlg0480,PrimaryAuthors/N-O/Nicochares/Nicochares.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.981.1,Nicodemus Heracleensis 1./2. Jh. n. Chr,tlg1536,PrimaryAuthors/N-O/Nicodemus Heracleensis/NicodemusHeracleensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.982.1,Nicolaus Comicus 4. Jh. v. Chr,tlg0481,PrimaryAuthors/N-O/Nicolaus Comicus/NicolausComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.983.1,Nicolaus of Damascus,tlg0577,PrimaryAuthors/N-O/Nicolaus of Damascus/n85-344961.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.984.1,Nicomachus Alexandrinus 3. Jh. v. Chr,tlg0342,PrimaryAuthors/N-O/Nicomachus Alexandrinus/NicomachusAlexandrinus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.985.1,Nicomachus Comicus 3. Jh. v. Chr,,PrimaryAuthors/N-O/Nicomachus Comicus/NicomachusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.986.1,Nicomachus Epigrammaticus ca. 2.Jh.n.Chr,tlg1537,PrimaryAuthors/N-O/Nicomachus Epigrammaticus/viaf27455664.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.987.1,Nicomachus Historicus ca. 3./4. Jh. n. Chr,,"PrimaryAuthors/N-O/Nicomachus Historicus, 3-4 A.D/NicomachusHistoricus.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.988.1,Nicomachus of Gerasa,tlg0358,"PrimaryAuthors/N-O/Nicomachus, of Gerasa/n84-805968.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.989.1,Nicophon Comicus um 403/388 v. Chr,tlg0483,PrimaryAuthors/N-O/Nicophon Comicus/Nicophon.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.990.1,Nicostratus Comicus 4. Jh. v. Chr,tlg0484,PrimaryAuthors/N-O/Nicostratus/NicostratusComicus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.991.1,Nikarchos 1st cent,tlg1532,PrimaryAuthors/N-O/Nicarchus/nb99-167287.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.992.1,Nikētas ho Eugeneianos 12th cent,tlg3095,PrimaryAuthors/N-O/Nicetas Eugenianus/nr91-27472.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.993.1,Nilus Epigrammaticus um 400 n. Chr,tlg4079,PrimaryAuthors/N-O/Nilus Epigrammaticus/NilusEpigrammaticus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.994.1,Ninnius Crassus 1st cent. B.C.,phi0591,PrimaryAuthors/N-O/Ninnius Crassus/nr+95022105.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.995.1,Nonius Marcellus 4th cent,stoa0213a,PrimaryAuthors/N-O/Nonius Marcellus/n86-113590.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.996.1,Nonnosus fl.6. Jh,tlg4393,PrimaryAuthors/N-O/Nonnosus/Nonnosus.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.997.1,Nonnus of Panopolis,tlg2045,PrimaryAuthors/N-O/Nonnus/n81-94864.xml.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.998.1,Nossis of Locri 3rd cent. B.C,tlg1540,PrimaryAuthors/N-O/Nossis of Locri/no2007-145762.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.999.1,Notker Balbulus ca. 840-912,stoa0213e,"PrimaryAuthors/N-O/Notker, Balbulus/n50-46905.xml.mads.xml",,,published,,feed_aggregator,
urn:cite:perseus:author.1000.1,Novius fl. 95-80 B.C,phi0592,PrimaryAuthors/N-O/Novius/nr95-38423.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1001.1,Numa Pompilius King of Rome fl. 715-673 B.C,stoa0304,PrimaryAuthors/N-O/Numa Pompilius/n85-202845.xml.mads.xml,,phi9500.phi001,published,,feed_aggregator,
urn:cite:perseus:author.1002.1,Numenius Tarsensis ca. 2. Jh. n. Chr,tlg1543,PrimaryAuthors/N-O/Numenius Tarsensis/NumeniusTarsensis.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1003.1,Numitorius,phi0596,PrimaryAuthors/N-O/Numitorius/nr95-21135.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1004.1,Nymphis Heracleensis um 280/240 v. Chr,tlg1544,PrimaryAuthors/N-O/Nymphis Heracleensis/viaf22258206.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1005.1,Nymphodorus Syracusanus 4./3. Jh. v. Chr,tlg0578,PrimaryAuthors/N-O/Nymphodorus/viaf39767003.mads.xml,,,published,,feed_aggregator,
urn:cite:perseus:author.1006.1,"Obsequens, Julius",stoa0214,"PrimaryAuthors/N-O/Obsequens, Julius/n79-63433.mads.xml",,,published,,feed_aggregator,
